Unnamed: 0,Model Unique Name,train_eng,answer_eng,GT
SwinIR (Jpeg30),Restoration-SwinIR-Jpeg30,"I got a compressed JPEG file of an org chart, but the text is hard to read and the lines look fuzzy. Can you clean it up?","In these cases, I recommend the SwinIR (Jpeg30) model. This model precisely restores images that have been damaged or blurred due to compression. Therefore, it can restore images with thin lines and small text, such as organizational charts, to their crisp, clear state.",이런 경우에는 SwinIR (Jpeg30) 모델을 추천할게. 이 모델은 압축으로 깨지거나 번진 이미지도 정밀하게 복원해줘. 그래서 조직도처럼 선이 얇고 글자가 작은 이미지도 선명하게 다시 살릴 수 있어.
SwinIR (Jpeg30),Restoration-SwinIR-Jpeg30,The structure diagram I received is very compressed and unclear. Can it be enhanced to improve the visibility of names and lines?,"In these cases, I recommend the SwinIR (Jpeg30) model. This model specializes in restoring the clarity of text and shape outlines that have become blurred due to strong compression. This makes it ideal for making even information-rich images, like organizational charts, easier to read.",이런 경우에는 SwinIR (Jpeg30) 모델을 추천할게. 이 모델은 강한 압축으로 흐릿해진 글자와 도형 윤곽을 또렷하게 복원해주는 데 특화되어 있어. 그래서 조직도처럼 정보가 많은 이미지도 읽기 쉽게 만들 수 있어.
SwinIR (Jpeg30),Restoration-SwinIR-Jpeg30,The image of the team hierarchy is pixelated and blurry. Can you help sharpen the boxes and text?,"In these cases, I recommend the SwinIR (Jpeg30) model. This model can clearly restore even pixelated compressed images, allowing you to clearly re-display boxes and text within organizational charts.","이런 경우에는 SwinIR (Jpeg30) 모델을 추천할게. 이 모델은 픽셀이 깨진 압축 이미지도 선명하게 복원해줘서, 조직도 안의 박스나 글씨도 깔끔하게 다시 표현할 수 있어."
SwinIR (Jpeg40),Restoration-SwinIR-Jpeg40,The food photo I posted online looks blurry and washed out due to compression. Can you help bring back the texture and color?,"In these cases, I recommend the SwinIR (Jpeg40) model. This model restores details lost due to compression and brings back vivid colors. This way, your food photos can look delicious again.",이런 경우에는 SwinIR (Jpeg40) 모델을 추천할게. 이 모델은 압축으로 인해 손상된 디테일을 복원하고 색감도 생생하게 되살려줘. 그래서 너의 음식 사진도 다시 맛있어 보이게 만들 수 있어.
SwinIR (Jpeg40),Restoration-SwinIR-Jpeg40,Compressed food images from my phone upload don’t look sharp. Can they be restored to show natural textures?,"In these cases, I recommend the SwinIR (Jpeg40) model. This model preserves detail without blurring, even in images with delicate textures like food photos. This allows compressed photos to be retouched with much greater clarity and naturalness.",이런 경우에는 SwinIR (Jpeg40) 모델을 추천할게. 이 모델은 음식 사진처럼 미세한 질감이 중요한 이미지에서도 뭉개짐 없이 디테일을 살려줘. 그래서 압축된 사진도 훨씬 더 선명하고 자연스럽게 보정할 수 있어.
SwinIR (Jpeg40),Restoration-SwinIR-Jpeg40,My social media photos of meals look soft and discolored. Can you fix the compression issues and enhance them?,"In this case, I recommend the SwinIR (Jpeg40) model. This model restores the original rich details while reducing the blur and color loss caused by JPEG compression. This will make your food photos more vivid.",이런 경우에는 SwinIR (Jpeg40) 모델을 추천할게. 이 모델은 JPEG 압축으로 생긴 흐릿함이나 색상 손실을 줄이면서 원래의 풍부한 디테일을 복원해줘. 그래서 너의 음식 사진을 더 생동감 있게 표현할 수 있을 거야.
Maskformer,Segmentation-HuggingFace-facebook-maskformer-swin-base-coco,"Can you segment and label the people, benches, and trees in this park image so they’re easy to distinguish?","In this case, I recommend the Maskformer model. This model individually separates various objects within an image and labels them with masks and text labels. This makes it easy to distinguish people, benches, and trees in park photos.","이런 경우에는 Maskformer 모델을 추천할게. 이 모델은 이미지 안의 다양한 객체를 개별적으로 분리해서 마스크와 텍스트 라벨로 표시해줘. 그래서 공원 사진에서도 사람, 벤치, 나무를 각각 알아보기 쉽게 구별할 수 있어."
Maskformer,Segmentation-HuggingFace-facebook-maskformer-swin-base-coco,"I’d like to generate masks for different objects in a park scene — can you highlight people, trees, and benches with labels?","In this case, I recommend the Maskformer model. This model accurately segments objects in a scene and labels each object to visually distinguish them. This allows you to interpret your park images much more clearly.","이런 경우에는 Maskformer 모델을 추천할게. 이 모델은 장면 안의 객체들을 정확히 분할하고, 각 객체에 라벨을 붙여서 시각적으로 구분해줘. 그래서 너의 공원 이미지도 훨씬 더 명확하게 해석할 수 있어."
Maskformer,Segmentation-HuggingFace-facebook-maskformer-swin-base-coco,"This photo shows a park. Can you help identify and separate each element like trees, people, and seating using visual masks?","In these cases, I recommend the Maskformer model. This model automatically identifies objects like people, trees, and chairs and expresses them with color masks and labels. This makes it easier to analyze and isolate each element within the image.","이런 경우에는 Maskformer 모델을 추천할게. 이 모델은 사람, 나무, 의자 같은 객체를 자동으로 식별하고 색상 마스크와 라벨로 표현해줘. 그래서 이미지 안의 각 요소를 더 쉽게 분석하고 분리할 수 있어."
Segformer FaceParsing,Segmentation-HuggingFace-jonathandinu-face-parsing,Can you segment the earrings and face area separately in this portrait so that they’re shown in different colors?,"In these cases, I recommend the Segformer FaceParsing model. This model specializes in segmenting and distinguishing various parts of the face, allowing it to clearly display accessories like earrings in a different color from the face.","이런 경우에는 Segformer FaceParsing 모델을 추천할게. 이 모델은 얼굴 내부의 다양한 부분을 세분화해서 구별하는 데 특화되어 있어서, 귀걸이처럼 액세서리도 얼굴과 다른 색으로 명확히 표시해줄 수 있어."
Segformer FaceParsing,Segmentation-HuggingFace-jonathandinu-face-parsing,I’d like to highlight the earrings and skin areas differently in this photo. Can you color-separate them clearly?,"In this case, I recommend the Segformer FaceParsing model. This model distinguishes facial features with different colors, allowing you to visually and clearly separate earrings from skin.","이런 경우에는 Segformer FaceParsing 모델을 추천할게. 이 모델은 얼굴 속 구성 요소들을 각각 다른 색으로 구분해주는 기능이 있어서, 귀걸이와 피부를 시각적으로 확실히 분리해서 보여줄 수 있어."
Segformer FaceParsing,Segmentation-HuggingFace-jonathandinu-face-parsing,"In this selfie, can you help visually distinguish the earrings from my face using segmentation?","In this case, I recommend the Segformer FaceParsing model. This model analyzes the facial area in detail and marks elements like the eyes, mouth, and earrings with different colors. This allows you to clearly distinguish between the earrings and your face in your selfie.","이런 경우에는 Segformer FaceParsing 모델을 추천할게. 이 모델은 얼굴 영역을 세밀하게 분석해서 눈, 입, 귀걸이 같은 요소들을 각각 다른 색으로 표시해줘. 그래서 너의 셀카에서도 귀걸이와 얼굴이 분명하게 나뉘어 보여질 수 있어."
Segformer B3,Segmentation-HuggingFace-nvidia-segformer-b3-finetuned-ade-512-512,"Can you segment a bus stop image so that the bus, people, seating, and environment are shown in separate colors?","In this case, the Segformer B3 model is ideal. This model excels at visually distinguishing various objects by color, allowing it to clearly separate elements like people, benches, and the background in bus stop photos.","이런 경우에는 Segformer B3 모델이 적합해. 이 모델은 다양한 객체를 색상으로 구분해 시각적으로 표시하는 데 뛰어나서, 버스 정류장 사진에서도 사람, 벤치, 배경 같은 요소들을 명확하게 분리할 수 있어."
Segformer B3,Segmentation-HuggingFace-nvidia-segformer-b3-finetuned-ade-512-512,"I’d like to highlight each part of this transit scene — the bus, passengers, bench, and background — using color segmentation. Can you help?","In these cases, the Segformer B3 model is ideal. It automatically segments complex scenes and assigns unique colors to each object, making it easy to identify every element in your traffic-related images.",이런 경우에는 Segformer B3 모델이 적합해. 이 모델은 복잡한 장면을 자동으로 분할하고 각 객체에 고유한 색상을 할당해줘. 그래서 너의 교통 관련 이미지에서도 모든 요소를 알아보기 쉽게 만들 수 있어.
Segformer B3,Segmentation-HuggingFace-nvidia-segformer-b3-finetuned-ade-512-512,"This picture has multiple things in it — a bus, people waiting, a bench, and buildings. Can you color-code them for better understanding?","In these cases, the Segformer B3 model is ideal. This model precisely identifies various components within a photo and assigns them different colors. This makes it easy to interpret even complex scenes.",이런 경우에는 Segformer B3 모델이 적합해. 이 모델은 사진 안의 다양한 구성 요소를 세밀하게 식별하고 각기 다른 색으로 나눠줘. 덕분에 복잡한 장면도 쉽게 해석할 수 있게 도와줄 수 있어.
IMDN 2x,SISR-IMDN-2x,The screenshot of my presentation slide looks low-res. Can you upscale it 2x so the charts and labels are easier to see?,"In this case, I recommend the IMDN 2x model. This model doubles the size of low-resolution images while still restoring important elements like text and graphs. This way, your slides will be sharp and pleasing to the eye.",이런 경우에는 IMDN 2x 모델을 추천할게. 이 모델은 저해상도 이미지를 2배로 확대하면서도 텍스트나 그래프 같은 중요한 요소를 또렷하게 복원해줘. 그래서 너의 슬라이드도 보기 좋게 선명하게 만들 수 있어.
